# amplicon position	effect
1	3.718309859154929509e+00
2	0.000000000000000000e+00
3	0.000000000000000000e+00
4	0.000000000000000000e+00
5	0.000000000000000000e+00
6	0.000000000000000000e+00
7	5.000000000000000000e-01
8	1.000000000000000000e+00
9	1.666666666666666741e+00
10	1.666666666666666741e+00
11	0.000000000000000000e+00
12	0.000000000000000000e+00
13	0.000000000000000000e+00
14	0.000000000000000000e+00
15	0.000000000000000000e+00
16	5.000000000000000000e+00
17	5.000000000000000000e+00
18	0.000000000000000000e+00
19	0.000000000000000000e+00
20	2.500000000000000000e-01
21	3.333333333333333148e-01
22	0.000000000000000000e+00
23	0.000000000000000000e+00
24	0.000000000000000000e+00
25	0.000000000000000000e+00
26	0.000000000000000000e+00
27	1.500000000000000000e+01
28	1.500000000000000000e+01
29	0.000000000000000000e+00
30	0.000000000000000000e+00
31	0.000000000000000000e+00
32	0.000000000000000000e+00
33	0.000000000000000000e+00
34	1.550000000000000000e+01
35	1.550000000000000000e+01
36	0.000000000000000000e+00
37	0.000000000000000000e+00
38	0.000000000000000000e+00
39	0.000000000000000000e+00
40	0.000000000000000000e+00
41	0.000000000000000000e+00
42	0.000000000000000000e+00
43	0.000000000000000000e+00
44	0.000000000000000000e+00
45	0.000000000000000000e+00
46	0.000000000000000000e+00
47	0.000000000000000000e+00
48	0.000000000000000000e+00
49	0.000000000000000000e+00
50	0.000000000000000000e+00
51	0.000000000000000000e+00
52	0.000000000000000000e+00
53	0.000000000000000000e+00
54	0.000000000000000000e+00
55	0.000000000000000000e+00
56	0.000000000000000000e+00
57	0.000000000000000000e+00
58	0.000000000000000000e+00
59	0.000000000000000000e+00
60	0.000000000000000000e+00
61	0.000000000000000000e+00
62	0.000000000000000000e+00
63	0.000000000000000000e+00
64	0.000000000000000000e+00
65	0.000000000000000000e+00
66	1.406250000000000000e-01
67	1.406250000000000000e-01
68	0.000000000000000000e+00
69	0.000000000000000000e+00
70	0.000000000000000000e+00
71	8.000000000000000000e+00
72	8.000000000000000000e+00
73	0.000000000000000000e+00
74	0.000000000000000000e+00
75	0.000000000000000000e+00
76	2.068965517241379282e-01
77	2.068965517241379282e-01
78	0.000000000000000000e+00
79	0.000000000000000000e+00
80	3.448275862068965469e-02
81	3.448275862068965469e-02
82	0.000000000000000000e+00
83	1.000000000000000000e+00
84	1.000000000000000000e+00
85	0.000000000000000000e+00
86	0.000000000000000000e+00
87	0.000000000000000000e+00
88	0.000000000000000000e+00
89	0.000000000000000000e+00
90	0.000000000000000000e+00
91	0.000000000000000000e+00
92	0.000000000000000000e+00
93	0.000000000000000000e+00
94	0.000000000000000000e+00
95	2.700000000000000000e+01
96	2.700000000000000000e+01
97	0.000000000000000000e+00
98	0.000000000000000000e+00
99	0.000000000000000000e+00
100	0.000000000000000000e+00
101	0.000000000000000000e+00
102	0.000000000000000000e+00
103	0.000000000000000000e+00
104	0.000000000000000000e+00
105	0.000000000000000000e+00
106	0.000000000000000000e+00
107	1.666666666666666741e+00
108	1.666666666666666741e+00
109	0.000000000000000000e+00
110	0.000000000000000000e+00
111	0.000000000000000000e+00
112	6.666666666666666297e-01
113	6.666666666666666297e-01
114	0.000000000000000000e+00
115	0.000000000000000000e+00
116	0.000000000000000000e+00
117	0.000000000000000000e+00
118	0.000000000000000000e+00
119	0.000000000000000000e+00
120	9.523809523809523281e-01
121	1.000000000000000000e+00
122	2.399999999999999911e-01
123	2.399999999999999911e-01
124	0.000000000000000000e+00
125	0.000000000000000000e+00
126	1.000000000000000000e+00
127	1.000000000000000000e+00
128	0.000000000000000000e+00
129	0.000000000000000000e+00
130	0.000000000000000000e+00
131	2.343750000000000000e-01
132	2.343750000000000000e-01
133	0.000000000000000000e+00
134	4.600000000000000000e+01
135	3.926470588235294201e+01
136	3.922485207100591964e+01
137	2.652631578947368496e+01
138	2.793181818181818343e+01
139	1.436220472440944818e+01
140	1.077450980392156943e+01
141	2.200000000000000000e+01
142	2.200000000000000000e+01
143	0.000000000000000000e+00
144	0.000000000000000000e+00
145	2.600000000000000000e+01
146	2.600000000000000000e+01
147	0.000000000000000000e+00
148	3.400000000000000000e+01
149	1.837500000000000000e+01
150	1.733333333333333215e+01
151	0.000000000000000000e+00
152	0.000000000000000000e+00
153	0.000000000000000000e+00
154	1.250000000000000000e+01
