# amplicon position	effect
1	2.333333333333333481e+00
2	6.454545454545454142e+00
3	7.666666666666666963e+00
4	7.000000000000000000e+00
5	7.000000000000000000e+00
6	4.250000000000000000e+00
7	4.444444444444444642e+00
8	4.000000000000000000e+00
9	4.599999999999999645e+00
10	2.081632653061224580e+00
11	9.428571428571428825e+00
12	8.500000000000000000e+00
13	2.846153846153846256e+00
14	2.033333333333333215e+00
15	1.233333333333333393e+01
16	1.636363636363636465e+00
17	2.230769230769230838e+00
18	1.189189189189189255e+00
19	1.500000000000000000e+00
20	9.230769230769231282e-01
21	8.000000000000000444e-01
22	1.000000000000000000e+00
23	7.619047619047618625e-01
24	7.500000000000000000e-01
25	7.586206896551723755e-01
26	8.163265306122449161e-01
27	7.777777777777777901e-01
28	7.249999999999999778e-01
29	6.666666666666666297e-01
30	1.000000000000000000e+00
31	0.000000000000000000e+00
32	1.000000000000000000e+00
33	0.000000000000000000e+00
34	0.000000000000000000e+00
35	0.000000000000000000e+00
36	0.000000000000000000e+00
37	0.000000000000000000e+00
38	0.000000000000000000e+00
39	0.000000000000000000e+00
40	1.900000000000000000e+01
41	1.900000000000000000e+01
42	1.900000000000000000e+01
43	1.900000000000000000e+01
44	1.900000000000000000e+01
45	1.900000000000000000e+01
46	1.900000000000000000e+01
47	1.900000000000000000e+01
48	3.285714285714285587e+00
49	9.500000000000000000e+00
50	1.900000000000000000e+01
51	1.000000000000000000e+01
52	1.900000000000000000e+01
53	1.900000000000000000e+01
54	1.750000000000000000e+01
55	1.750000000000000000e+01
56	1.750000000000000000e+01
57	1.750000000000000000e+01
58	1.750000000000000000e+01
59	1.600000000000000000e+01
60	1.600000000000000000e+01
61	1.600000000000000000e+01
62	1.600000000000000000e+01
63	1.600000000000000000e+01
64	5.666666666666666963e+00
65	1.066666666666666607e+01
66	4.457142857142856940e+01
67	3.912500000000000000e+01
68	1.086794871794871824e+02
69	1.086794871794871824e+02
70	1.098831168831168839e+02
71	1.098831168831168839e+02
72	8.822388059701492580e+01
73	1.147621359223301027e+02
74	1.125558912386706965e+02
75	1.122439759036144551e+02
76	1.119189189189189193e+02
77	1.106083086053412501e+02
78	1.106083086053412501e+02
79	1.106083086053412501e+02
80	1.122439759036144551e+02
81	1.119099099099099135e+02
82	1.122439759036144551e+02
83	1.116077844311377305e+02
84	1.109196428571428612e+02
85	1.119159159159159174e+02
86	1.119159159159159174e+02
87	1.115838323353293475e+02
88	1.115838323353293475e+02
89	1.112716417910447717e+02
90	1.106350148367952499e+02
91	1.109613095238095184e+02
92	1.109613095238095184e+02
93	1.109613095238095184e+02
94	1.106706231454005973e+02
95	1.105828402366863941e+02
96	1.039904988123515466e+02
97	9.235864978902954192e+01
98	9.235864978902954192e+01
99	9.310212765957446379e+01
100	9.310212765957446379e+01
101	9.232067510548523614e+01
102	9.290658174097664812e+01
103	9.310212765957446379e+01
104	9.310212765957446379e+01
105	9.290658174097664812e+01
106	1.061868932038834998e+02
107	1.064136253041362465e+02
108	1.064136253041362465e+02
109	1.031285403050108869e+02
110	1.026941431670282014e+02
111	1.026941431670282014e+02
112	8.949338374291114917e+01
113	8.982163187855788067e+01
114	8.965151515151515582e+01
115	8.965151515151515582e+01
116	8.965151515151515582e+01
117	8.965151515151515582e+01
118	8.965151515151515582e+01
119	8.982163187855788067e+01
120	8.950094517958412155e+01
121	8.604222972972972627e+01
122	8.589713322091061798e+01
123	8.575252525252524549e+01
124	9.702285714285714846e+01
125	9.737476099426386611e+01
126	9.756130268199233058e+01
127	9.738049713193116474e+01
128	9.738049713193116474e+01
129	8.617597292724195768e+01
130	8.631694915254237799e+01
131	8.631694915254237799e+01
132	8.631694915254237799e+01
133	8.460386473429952048e+01
134	8.460386473429952048e+01
135	8.446945337620579153e+01
136	8.442487883683359939e+01
137	8.314000000000000057e+01
138	9.191326530612245449e+01
139	9.253595890410959157e+01
140	8.862933753943217141e+01
141	8.890981012658227201e+01
142	8.890981012658227201e+01
143	8.890981012658227201e+01
144	7.887070151306740229e+01
145	7.083619702176403621e+01
146	7.091513761467889765e+01
147	7.681739130434782226e+01
148	7.512987012987012747e+01
149	7.345300113250283403e+01
150	7.192475463467829400e+01
151	7.231469298245613686e+01
152	7.500221483942414125e+01
153	7.376540540540540292e+01
154	7.066767983789260654e+01
155	6.584158415841584144e+01
156	6.550877192982456165e+01
157	6.362244897959183731e+01
158	6.278464106844741366e+01
159	6.162631154156577651e+01
160	5.852008928571428470e+01
161	5.241497045305318636e+01
162	4.478115501519756947e+01
163	4.015128529287821380e+01
164	3.799281391830560040e+01
165	3.634214186369958099e+01
166	3.534582790091264570e+01
167	2.984685549687949901e+01
168	2.285580946250402334e+01
169	2.215018371096142147e+01
170	2.098971078976640570e+01
171	1.940700512570173331e+01
172	1.862235046054821908e+01
173	1.864551841601021920e+01
174	1.767282099343955082e+01
175	1.605882352941176450e+01
176	2.044478856462179905e+01
177	2.093082414016872050e+01
178	2.081030600079480664e+01
179	2.210077041602465187e+01
180	2.342596925133689822e+01
181	2.587786995948292557e+01
182	2.689575683394532746e+01
183	2.646807522637566734e+01
184	2.474116129032258016e+01
185	2.739664082687338365e+01
186	2.987910750507099422e+01
187	3.138685487428319476e+01
188	2.672271540469973772e+01
189	2.693375214163335230e+01
190	2.705353955978584324e+01
191	2.558823529411764852e+01
192	2.614038589487691411e+01
193	3.129937629937629850e+01
194	3.673701298701298867e+01
195	3.352555910543131290e+01
196	3.540534979423868123e+01
197	3.577294685990338508e+01
198	3.799104477611940212e+01
199	3.781305637982195833e+01
200	3.822435897435897090e+01
201	4.923140495867768607e+01
202	4.923140495867768607e+01
203	5.388775510204081343e+01
204	5.058730158730158877e+01
205	3.285567010309278402e+01
206	3.319393939393939519e+01
207	2.923703703703703738e+01
208	2.923703703703703738e+01
209	2.923703703703703738e+01
210	2.923703703703703738e+01
211	5.750000000000000000e+01
212	5.810937500000000000e+01
213	3.558333333333333570e+01
214	4.692592592592592382e+01
215	4.810126582278481067e+01
216	4.810126582278481067e+01
217	4.814102564102564230e+01
218	2.539189189189189122e+01
219	2.858593750000000000e+01
220	2.858593750000000000e+01
221	2.874015748031495932e+01
222	2.874015748031495932e+01
223	2.874015748031495932e+01
224	2.874015748031495932e+01
225	2.874015748031495932e+01
226	2.874015748031495932e+01
227	2.874015748031495932e+01
228	2.874015748031495932e+01
229	2.919999999999999929e+01
230	2.919999999999999929e+01
231	2.853125000000000000e+01
232	2.919999999999999929e+01
233	2.919999999999999929e+01
234	2.919999999999999929e+01
235	6.186440677966101731e+01
236	6.243333333333333002e+01
237	6.243333333333333002e+01
238	6.041935483870967971e+01
239	6.041935483870967971e+01
240	2.894488188976377785e+01
241	2.894488188976377785e+01
242	2.787121212121212110e+01
243	8.658823529411764142e+00
244	3.873684210526315752e+01
245	4.329411764705882604e+01
246	4.094444444444444287e+01
247	4.329411764705882604e+01
248	4.329411764705882604e+01
249	4.329411764705882604e+01
250	4.329411764705882604e+01
251	4.329411764705882604e+01
252	9.600000000000000000e+01
253	9.600000000000000000e+01
254	9.600000000000000000e+01
255	9.600000000000000000e+01
256	9.600000000000000000e+01
257	9.600000000000000000e+01
258	9.600000000000000000e+01
259	9.600000000000000000e+01
260	3.266666666666666430e+01
261	9.600000000000000000e+01
262	8.300000000000000000e+01
263	8.300000000000000000e+01
264	4.150000000000000000e+01
265	8.300000000000000000e+01
266	8.300000000000000000e+01
267	8.300000000000000000e+01
268	8.300000000000000000e+01
269	8.300000000000000000e+01
270	8.300000000000000000e+01
271	8.300000000000000000e+01
272	8.300000000000000000e+01
273	8.300000000000000000e+01
274	5.533333333333333570e+01
275	8.300000000000000000e+01
276	8.300000000000000000e+01
277	8.300000000000000000e+01
278	8.300000000000000000e+01
279	8.300000000000000000e+01
280	8.300000000000000000e+01
281	8.300000000000000000e+01
282	8.300000000000000000e+01
283	8.300000000000000000e+01
284	8.300000000000000000e+01
285	8.300000000000000000e+01
286	4.225000000000000000e+01
287	5.600000000000000000e+01
288	8.300000000000000000e+01
289	8.300000000000000000e+01
290	8.300000000000000000e+01
291	8.300000000000000000e+01
292	8.300000000000000000e+01
293	8.300000000000000000e+01
294	8.300000000000000000e+01
295	8.300000000000000000e+01
296	8.300000000000000000e+01
297	8.300000000000000000e+01
298	8.300000000000000000e+01
299	1.719999999999999929e+01
300	8.300000000000000000e+01
301	1.730000000000000071e+01
302	9.578947368421053099e+00
303	3.620689655172413701e+00
304	8.300000000000000000e+01
305	6.000000000000000000e+01
306	1.328571428571428648e+01
307	2.066666666666666785e+01
308	1.980000000000000071e+01
309	1.346666666666666679e+01
310	1.658333333333333215e+01
311	3.250000000000000000e+01
312	1.150000000000000000e+01
313	3.366666666666666430e+01
314	2.255555555555555713e+01
315	2.344444444444444287e+01
316	7.030303030303030276e+00
317	2.377777777777777857e+01
318	2.511111111111111072e+01
319	2.411111111111111072e+01
320	1.791666666666666785e+01
321	2.814285714285714235e+01
322	2.800000000000000000e+01
323	2.375000000000000000e+01
324	1.558333333333333393e+01
325	2.657142857142857295e+01
326	3.166666666666666785e+01
327	1.919999999999999929e+01
328	1.584615384615384670e+01
329	1.331250000000000000e+01
330	7.966666666666666785e+00
331	2.159763313609467605e+00
